행정구역,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,2021년12월_남_총인구수,2021년12월_남_연령구간인구수,2021년12월_남_0~9세,2021년12월_남_10~19세,2021년12월_남_20~29세,2021년12월_남_30~39세,2021년12월_남_40~49세,2021년12월_남_50~59세,2021년12월_남_60~69세,2021년12월_남_70~79세,2021년12월_남_80~89세,2021년12월_남_90~99세,2021년12월_남_100세 이상,2021년12월_여_총인구수,2021년12월_여_연령구간인구수,2021년12월_여_0~9세,2021년12월_여_10~19세,2021년12월_여_20~29세,2021년12월_여_30~39세,2021년12월_여_40~49세,2021년12월_여_50~59세,2021년12월_여_60~69세,2021년12월_여_70~79세,2021년12월_여_80~89세,2021년12월_여_90~99세,2021년12월_여_100세 이상
충청북도 옥천군 (4373000000),50093 ,50093 ,2397 ,3763 ,4111 ,3681 ,6025 ,8818 ,10447 ,6362 ,3865 ,611 ,13 ,25242 ,25242 ,1235 ,2003 ,2337 ,1899 ,3238 ,4747 ,5341 ,2980 ,1315 ,146 ,1 ,24851 ,24851 ,1162 ,1760 ,1774 ,1782 ,2787 ,4071 ,5106 ,3382 ,2550 ,465 ,12 
충청북도 영동군 (4374000000),45773 ,45773 ,2087 ,3195 ,3814 ,2963 ,4956 ,8088 ,9767 ,6365 ,3995 ,528 ,15 ,22810 ,22810 ,1068 ,1668 ,2139 ,1572 ,2671 ,4326 ,5045 ,2812 ,1394 ,113 ,2 ,22963 ,22963 ,1019 ,1527 ,1675 ,1391 ,2285 ,3762 ,4722 ,3553 ,2601 ,415 ,13 
충청북도 증평군 (4374500000),36426 ,36426 ,2947 ,3337 ,4412 ,4408 ,5442 ,6038 ,5394 ,2701 ,1551 ,193 ,3 ,18993 ,18993 ,1535 ,1743 ,2630 ,2455 ,2924 ,3186 ,2708 ,1234 ,533 ,45 ,0 ,17433 ,17433 ,1412 ,1594 ,1782 ,1953 ,2518 ,2852 ,2686 ,1467 ,1018 ,148 ,3 
충청북도 진천군 (4375000000),85176 ,85176 ,7389 ,8353 ,9223 ,11398 ,13827 ,13912 ,11395 ,5523 ,3654 ,488 ,14 ,44715 ,44715 ,3798 ,4339 ,5354 ,6303 ,7502 ,7635 ,5867 ,2559 ,1256 ,97 ,5 ,40461 ,40461 ,3591 ,4014 ,3869 ,5095 ,6325 ,6277 ,5528 ,2964 ,2398 ,391 ,9 
충청북도 괴산군 (4376000000),38122 ,38122 ,1248 ,1942 ,2757 ,2291 ,3756 ,7313 ,9494 ,5345 ,3477 ,484 ,15 ,19612 ,19612 ,627 ,994 ,1616 ,1305 ,2161 ,3982 ,5056 ,2532 ,1231 ,105 ,3 ,18510 ,18510 ,621 ,948 ,1141 ,986 ,1595 ,3331 ,4438 ,2813 ,2246 ,379 ,12 
충청북도 음성군 (4377000000),92197 ,92197 ,5407 ,7394 ,9161 ,9120 ,13343 ,17395 ,16580 ,8149 ,4885 ,744 ,19 ,48883 ,48883 ,2802 ,3875 ,5286 ,5197 ,7465 ,9662 ,8855 ,3877 ,1695 ,163 ,6 ,43314 ,43314 ,2605 ,3519 ,3875 ,3923 ,5878 ,7733 ,7725 ,4272 ,3190 ,581 ,13 
충청북도 단양군 (4380000000),28331 ,28331 ,1086 ,1860 ,2051 ,1806 ,3060 ,5346 ,6819 ,3777 ,2224 ,291 ,11 ,14360 ,14360 ,569 ,999 ,1183 ,976 ,1683 ,2853 ,3537 ,1691 ,794 ,73 ,2 ,13971 ,13971 ,517 ,861 ,868 ,830 ,1377 ,2493 ,3282 ,2086 ,1430 ,218 ,9 
충청남도  (4400000000),2119257 ,2119257 ,162726 ,200673 ,238297 ,259565 ,325419 ,340591 ,299801 ,172067 ,104173 ,15528 ,417 ,1083366 ,1083366 ,83319 ,104165 ,131774 ,139987 ,173385 ,180799 ,150583 ,79071 ,36574 ,3644 ,65 ,1035891 ,1035891 ,79407 ,96508 ,106523 ,119578 ,152034 ,159792 ,149218 ,92996 ,67599 ,11884 ,352 
충청남도 천안시 (4413000000),658486 ,658486 ,58699 ,67655 ,95113 ,102296 ,111649 ,104130 ,69859 ,30759 ,15914 ,2345 ,67 ,336612 ,336612 ,30054 ,35067 ,50082 ,54514 ,58026 ,53407 ,35361 ,14047 ,5523 ,520 ,11 ,321874 ,321874 ,28645 ,32588 ,45031 ,47782 ,53623 ,50723 ,34498 ,16712 ,10391 ,1825 ,56 
충청남도 천안시 동남구 (4413100000),255292 ,255292 ,18805 ,25588 ,34563 ,31663 ,41824 ,43402 ,33990 ,15811 ,8358 ,1254 ,34 ,129399 ,129399 ,9693 ,13320 ,18306 ,16755 ,21582 ,22041 ,17127 ,7323 ,2964 ,283 ,5 ,125893 ,125893 ,9112 ,12268 ,16257 ,14908 ,20242 ,21361 ,16863 ,8488 ,5394 ,971 ,29 
충청남도 천안시 서북구 (4413300000),403194 ,403194 ,39894 ,42067 ,60550 ,70633 ,69825 ,60728 ,35869 ,14948 ,7556 ,1091 ,33 ,207213 ,207213 ,20361 ,21747 ,31776 ,37759 ,36444 ,31366 ,18234 ,6724 ,2559 ,237 ,6 ,195981 ,195981 ,19533 ,20320 ,28774 ,32874 ,33381 ,29362 ,17635 ,8224 ,4997 ,854 ,27 
충청남도 공주시 (4415000000),103145 ,103145 ,5304 ,7911 ,10904 ,8926 ,12846 ,17853 ,19508 ,11433 ,7288 ,1140 ,32 ,51459 ,51459 ,2761 ,4072 ,5913 ,4816 ,6768 ,9198 ,9761 ,5291 ,2571 ,302 ,6 ,51686 ,51686 ,2543 ,3839 ,4991 ,4110 ,6078 ,8655 ,9747 ,6142 ,4717 ,838 ,26 
충청남도 보령시 (4418000000),98408 ,98408 ,5616 ,8043 ,9094 ,8848 ,13356 ,16641 ,17910 ,11320 ,6568 ,987 ,25 ,49933 ,49933 ,2852 ,4150 ,5348 ,4823 ,7290 ,8916 ,8844 ,5133 ,2348 ,225 ,4 ,48475 ,48475 ,2764 ,3893 ,3746 ,4025 ,6066 ,7725 ,9066 ,6187 ,4220 ,762 ,21 
충청남도 아산시 (4420000000),324580 ,324580 ,31531 ,35511 ,37503 ,48272 ,58246 ,48416 ,35069 ,18368 ,10192 ,1429 ,43 ,168881 ,168881 ,16200 ,18274 ,20910 ,25783 ,31589 ,26313 ,17629 ,8227 ,3632 ,316 ,8 ,155699 ,155699 ,15331 ,17237 ,16593 ,22489 ,26657 ,22103 ,17440 ,10141 ,6560 ,1113 ,35 
충청남도 서산시 (4421000000),176645 ,176645 ,14755 ,17111 ,18885 ,21597 ,27812 ,28792 ,23804 ,14009 ,8521 ,1321 ,38 ,92122 ,92122 ,7505 ,9080 ,11297 ,12055 ,14839 ,15480 ,11936 ,6640 ,3018 ,269 ,3 ,84523 ,84523 ,7250 ,8031 ,7588 ,9542 ,12973 ,13312 ,11868 ,7369 ,5503 ,1052 ,35 
충청남도 논산시 (4423000000),114483 ,114483 ,6729 ,9433 ,10792 ,10191 ,14649 ,19240 ,20943 ,12833 ,8384 ,1260 ,29 ,57147 ,57147 ,3424 ,4871 ,6016 ,5418 ,7743 ,10190 ,10547 ,5810 ,2809 ,312 ,7 ,57336 ,57336 ,3305 ,4562 ,4776 ,4773 ,6906 ,9050 ,10396 ,7023 ,5575 ,948 ,22 
충청남도 계룡시 (4425000000),43331 ,43331 ,3747 ,6229 ,4871 ,4650 ,8215 ,7224 ,4915 ,2139 ,1145 ,193 ,3 ,21563 ,21563 ,1875 ,3276 ,2697 ,2336 ,3986 ,3626 ,2353 ,1001 ,374 ,38 ,1 ,21768 ,21768 ,1872 ,2953 ,2174 ,2314 ,4229 ,3598 ,2562 ,1138 ,771 ,155 ,2 
충청남도 당진시 (4427000000),167092 ,167092 ,14564 ,15832 ,15765 ,21689 ,27006 ,26634 ,22688 ,13380 ,8285 ,1214 ,35 ,88952 ,88952 ,7407 ,8302 ,9252 ,12455 ,15165 ,15068 ,11715 ,6322 ,2959 ,305 ,2 ,78140 ,78140 ,7157 ,7530 ,6513 ,9234 ,11841 ,11566 ,10973 ,7058 ,5326 ,909 ,33 
충청남도 금산군 (4471000000),50477 ,50477 ,2316 ,4102 ,3709 ,3362 ,5946 ,8856 ,10415 ,6779 ,4391 ,591 ,10 ,25466 ,25466 ,1173 ,2125 ,2152 ,1769 ,3262 ,4913 ,5342 ,3143 ,1451 ,134 ,2 ,25011 ,25011 ,1143 ,1977 ,1557 ,1593 ,2684 ,3943 ,5073 ,3636 ,2940 ,457 ,8 
충청남도 부여군 (4476000000),63774 ,63774 ,2659 ,4438 ,5047 ,4103 ,6749 ,10268 ,13599 ,9287 ,6534 ,1057 ,33 ,31634 ,31634 ,1415 ,2348 ,2899 ,2223 ,3677 ,5422 ,6843 ,4227 ,2314 ,263 ,3 ,32140 ,32140 ,1244 ,2090 ,2148 ,1880 ,3072 ,4846 ,6756 ,5060 ,4220 ,794 ,30 
충청남도 서천군 (4477000000),50745 ,50745 ,2121 ,3322 ,3612 ,3196 ,5409 ,8196 ,10545 ,8008 ,5396 ,919 ,21 ,25081 ,25081 ,1078 ,1698 ,2117 ,1781 ,2923 ,4497 ,5196 ,3642 ,1921 ,227 ,1 ,25664 ,25664 ,1043 ,1624 ,1495 ,1415 ,2486 ,3699 ,5349 ,4366 ,3475 ,692 ,20 
충청남도 청양군 (4479000000),30440 ,30440 ,1175 ,1936 ,2513 ,1936 ,2950 ,5057 ,6548 ,4435 ,3387 ,494 ,9 ,15472 ,15472 ,604 ,1017 ,1486 ,1090 ,1711 ,2797 ,3367 ,2059 ,1204 ,134 ,3 ,14968 ,14968 ,571 ,919 ,1027 ,846 ,1239 ,2260 ,3181 ,2376 ,2183 ,360 ,6 
충청남도 홍성군 (4480000000),99324 ,99324 ,7358 ,9458 ,9298 ,10078 ,14183 ,15726 ,15545 ,10123 ,6569 ,962 ,24 ,49437 ,49437 ,3824 ,4873 ,5119 ,5190 ,7356 ,8299 ,7655 ,4587 ,2290 ,240 ,4 ,49887 ,49887 ,3534 ,4585 ,4179 ,4888 ,6827 ,7427 ,7890 ,5536 ,4279 ,722 ,20 
충청남도 예산군 (4481000000),76801 ,76801 ,3324 ,5436 ,6464 ,5766 ,9022 ,13015 ,15628 ,10332 ,6862 ,919 ,33 ,38574 ,38574 ,1725 ,2813 ,3697 ,3174 ,4909 ,7035 ,7805 ,4707 ,2489 ,215 ,5 ,38227 ,38227 ,1599 ,2623 ,2767 ,2592 ,4113 ,5980 ,7823 ,5625 ,4373 ,704 ,28 
충청남도 태안군 (4482500000),61526 ,61526 ,2828 ,4256 ,4727 ,4655 ,7381 ,10543 ,12825 ,8862 ,4737 ,697 ,15 ,31033 ,31033 ,1422 ,2199 ,2789 ,2560 ,4141 ,5638 ,6229 ,4235 ,1671 ,144 ,5 ,30493 ,30493 ,1406 ,2057 ,1938 ,2095 ,3240 ,4905 ,6596 ,4627 ,3066 ,553 ,10 
전라북도  (4500000000),1786855 ,1786855 ,119673 ,170128 ,206579 ,182181 ,259675 ,298654 ,268393 ,170337 ,95991 ,14839 ,405 ,888994 ,888994 ,61472 ,88061 ,111771 ,94160 ,133465 ,155109 ,132849 ,76144 ,32655 ,3254 ,54 ,897861 ,897861 ,58201 ,82067 ,94808 ,88021 ,126210 ,143545 ,135544 ,94193 ,63336 ,11585 ,351 
전라북도 전주시 (4511000000),657269 ,657269 ,51443 ,70071 ,92498 ,80960 ,104928 ,107276 ,81129 ,44980 ,20859 ,3054 ,71 ,323427 ,323427 ,26377 ,36190 ,48638 ,40969 ,51382 ,52882 ,38507 ,20101 ,7665 ,708 ,8 ,333842 ,333842 ,25066 ,33881 ,43860 ,39991 ,53546 ,54394 ,42622 ,24879 ,13194 ,2346 ,63 
전라북도 전주시 완산구 (4511100000),335804 ,335804 ,23057 ,34610 ,48640 ,39088 ,51369 ,57172 ,44491 ,24351 ,11256 ,1728 ,42 ,163494 ,163494 ,11884 ,18004 ,25258 ,19786 ,24636 ,27689 ,20880 ,10886 ,4075 ,392 ,4 ,172310 ,172310 ,11173 ,16606 ,23382 ,19302 ,26733 ,29483 ,23611 ,13465 ,7181 ,1336 ,38 
전라북도 전주시 덕진구 (4511300000),321465 ,321465 ,28386 ,35461 ,43858 ,41872 ,53559 ,50104 ,36638 ,20629 ,9603 ,1326 ,29 ,159933 ,159933 ,14493 ,18186 ,23380 ,21183 ,26746 ,25193 ,17627 ,9215 ,3590 ,316 ,4 ,161532 ,161532 ,13893 ,17275 ,20478 ,20689 ,26813 ,24911 ,19011 ,11414 ,6013 ,1010 ,25 
전라북도 전주시효자출장소 (4511800000),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라북도 군산시 (4513000000),265304 ,265304 ,19483 ,26150 ,29021 ,29074 ,42523 ,44185 ,39086 ,23380 ,10670 ,1691 ,41 ,134290 ,134290 ,9929 ,13530 ,15978 ,15240 ,22292 ,23241 ,19321 ,10677 ,3725 ,352 ,5 ,131014 ,131014 ,9554 ,12620 ,13043 ,13834 ,20231 ,20944 ,19765 ,12703 ,6945 ,1339 ,36 
전라북도 익산시 (4514000000),278113 ,278113 ,17514 ,27014 ,34997 ,27390 ,40310 ,48537 ,42355 ,24794 ,13030 ,2131 ,41 ,138427 ,138427 ,9007 ,13819 ,18990 ,14345 ,20580 ,24736 ,20932 ,11209 ,4350 ,454 ,5 ,139686 ,139686 ,8507 ,13195 ,16007 ,13045 ,19730 ,23801 ,21423 ,13585 ,8680 ,1677 ,36 
전라북도 익산시함열출장소 (4514500000),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라북도 정읍시 (4518000000),106487 ,106487 ,5840 ,9257 ,10199 ,8394 ,14043 ,18118 ,17772 ,13055 ,8507 ,1255 ,47 ,52892 ,52892 ,3004 ,4888 ,5670 ,4497 ,7360 ,9747 ,8902 ,5724 ,2837 ,256 ,7 ,53595 ,53595 ,2836 ,4369 ,4529 ,3897 ,6683 ,8371 ,8870 ,7331 ,5670 ,999 ,40 
전라북도 남원시 (4519000000),79431 ,79431 ,4595 ,7093 ,7320 ,6020 ,10118 ,13595 ,13508 ,9676 ,6425 ,1052 ,29 ,38965 ,38965 ,2438 ,3669 ,4073 ,3094 ,5134 ,7274 ,6775 ,4137 ,2119 ,248 ,4 ,40466 ,40466 ,2157 ,3424 ,3247 ,2926 ,4984 ,6321 ,6733 ,5539 ,4306 ,804 ,25 
전라북도 김제시 (4521000000),80913 ,80913 ,3874 ,6040 ,6942 ,6196 ,9549 ,13237 ,15081 ,11203 ,7495 ,1257 ,39 ,40193 ,40193 ,2014 ,3069 ,3875 ,3304 ,5332 ,7311 ,7649 ,4962 ,2376 ,294 ,7 ,40720 ,40720 ,1860 ,2971 ,3067 ,2892 ,4217 ,5926 ,7432 ,6241 ,5119 ,963 ,32 
전라북도 완주군 (4571000000),91142 ,91142 ,6324 ,8177 ,8745 ,8842 ,13207 ,15316 ,14830 ,9295 ,5506 ,878 ,22 ,46845 ,46845 ,3148 ,4296 ,4904 ,4582 ,7212 ,8516 ,7750 ,4369 ,1867 ,195 ,6 ,44297 ,44297 ,3176 ,3881 ,3841 ,4260 ,5995 ,6800 ,7080 ,4926 ,3639 ,683 ,16 
전라북도 진안군 (4572000000),24987 ,24987 ,1147 ,1619 ,1810 ,1507 ,2536 ,4420 ,5215 ,3729 ,2610 ,386 ,8 ,12667 ,12667 ,562 ,867 ,1032 ,743 ,1475 ,2489 ,2799 ,1737 ,884 ,79 ,0 ,12320 ,12320 ,585 ,752 ,778 ,764 ,1061 ,1931 ,2416 ,1992 ,1726 ,307 ,8 
전라북도 무주군 (4573000000),23748 ,23748 ,1066 ,1772 ,1697 ,1622 ,2720 ,4122 ,4664 ,3253 ,2468 ,343 ,21 ,11826 ,11826 ,571 ,893 ,936 ,907 ,1492 ,2282 ,2427 ,1370 ,870 ,75 ,3 ,11922 ,11922 ,495 ,879 ,761 ,715 ,1228 ,1840 ,2237 ,1883 ,1598 ,268 ,18 
전라북도 장수군 (4574000000),21695 ,21695 ,1025 ,1627 ,1548 ,1400 ,2405 ,3635 ,4394 ,3075 ,2258 ,316 ,12 ,10812 ,10812 ,534 ,821 ,880 ,717 ,1356 ,2057 ,2251 ,1385 ,730 ,80 ,1 ,10883 ,10883 ,491 ,806 ,668 ,683 ,1049 ,1578 ,2143 ,1690 ,1528 ,236 ,11 
전라북도 임실군 (4575000000),26730 ,26730 ,1285 ,1574 ,1887 ,1814 ,2664 ,4497 ,5243 ,4200 ,3077 ,475 ,14 ,13692 ,13692 ,665 ,844 ,1112 ,1002 ,1604 ,2566 ,2866 ,1887 ,1032 ,111 ,3 ,13038 ,13038 ,620 ,730 ,775 ,812 ,1060 ,1931 ,2377 ,2313 ,2045 ,364 ,11 
전라북도 순창군 (4577000000),26855 ,26855 ,1272 ,2151 ,1906 ,1752 ,3096 ,4387 ,5058 ,3938 ,2855 ,424 ,16 ,13189 ,13189 ,679 ,1102 ,1092 ,870 ,1737 ,2400 ,2618 ,1646 ,934 ,110 ,1 ,13666 ,13666 ,593 ,1049 ,814 ,882 ,1359 ,1987 ,2440 ,2292 ,1921 ,314 ,15 
전라북도 고창군 (4579000000),53386 ,53386 ,2454 ,4066 ,4021 ,3574 ,5833 ,8775 ,10130 ,8094 ,5509 ,905 ,25 ,26507 ,26507 ,1295 ,2242 ,2322 ,1929 ,3297 ,4856 ,5081 ,3573 ,1749 ,161 ,2 ,26879 ,26879 ,1159 ,1824 ,1699 ,1645 ,2536 ,3919 ,5049 ,4521 ,3760 ,744 ,23 
전라북도 부안군 (4580000000),50795 ,50795 ,2351 ,3517 ,3988 ,3636 ,5743 ,8554 ,9928 ,7665 ,4722 ,672 ,19 ,25262 ,25262 ,1249 ,1831 ,2269 ,1961 ,3212 ,4752 ,4971 ,3367 ,1517 ,131 ,2 ,25533 ,25533 ,1102 ,1686 ,1719 ,1675 ,2531 ,3802 ,4957 ,4298 ,3205 ,541 ,17 
전라남도  (4600000000),1832803 ,1832803 ,123712 ,163148 ,193735 ,178428 ,252254 ,312463 ,284871 ,191022 ,115490 ,17216 ,464 ,922221 ,922221 ,63098 ,84416 ,108408 ,93924 ,134387 ,168369 ,144081 ,85149 ,36917 ,3422 ,50 ,910582 ,910582 ,60614 ,78732 ,85327 ,84504 ,117867 ,144094 ,140790 ,105873 ,78573 ,13794 ,414 
전라남도 목포시 (4611000000),218589 ,218589 ,16347 ,23802 ,26198 ,23618 ,36047 ,35988 ,29966 ,17972 ,7648 ,979 ,24 ,108808 ,108808 ,8434 ,12170 ,14176 ,12174 ,18572 ,18260 ,14220 ,7962 ,2633 ,204 ,3 ,109781 ,109781 ,7913 ,11632 ,12022 ,11444 ,17475 ,17728 ,15746 ,10010 ,5015 ,775 ,21 
전라남도 여수시 (4613000000),276762 ,276762 ,19546 ,25624 ,32673 ,29664 ,40592 ,48140 ,42319 ,25130 ,11312 ,1724 ,38 ,141074 ,141074 ,9905 ,13234 ,18576 ,15948 ,21406 ,25326 ,20833 ,11663 ,3872 ,307 ,4 ,135688 ,135688 ,9641 ,12390 ,14097 ,13716 ,19186 ,22814 ,21486 ,13467 ,7440 ,1417 ,34 
전라남도 순천시 (4615000000),281436 ,281436 ,22538 ,29444 ,36739 ,32763 ,42487 ,49217 ,36527 ,19284 ,10716 ,1670 ,51 ,140466 ,140466 ,11554 ,15290 ,19978 ,16902 ,20940 ,24842 ,18292 ,8779 ,3550 ,337 ,2 ,140970 ,140970 ,10984 ,14154 ,16761 ,15861 ,21547 ,24375 ,18235 ,10505 ,7166 ,1333 ,49 
전라남도 나주시 (4617000000),116726 ,116726 ,9845 ,9643 ,12211 ,14425 ,16746 ,17408 ,17014 ,11344 ,6980 ,1080 ,30 ,58906 ,58906 ,5080 ,4958 ,6440 ,7549 ,9220 ,9576 ,8655 ,5032 ,2162 ,229 ,5 ,57820 ,57820 ,4765 ,4685 ,5771 ,6876 ,7526 ,7832 ,8359 ,6312 ,4818 ,851 ,25 
전라남도 광양시 (4623000000),150531 ,150531 ,12656 ,15648 ,19258 ,18061 ,23102 ,29443 ,18319 ,8388 ,4789 ,849 ,18 ,78626 ,78626 ,6437 ,8125 ,11207 ,9717 ,11993 ,15977 ,9646 ,3852 ,1532 ,140 ,0 ,71905 ,71905 ,6219 ,7523 ,8051 ,8344 ,11109 ,13466 ,8673 ,4536 ,3257 ,709 ,18 
전라남도 담양군 (4671000000),46180 ,46180 ,2177 ,2985 ,4543 ,3534 ,5118 ,8192 ,8766 ,6148 ,4077 ,613 ,27 ,23428 ,23428 ,1062 ,1543 ,2688 ,1822 ,2912 ,4548 ,4590 ,2777 ,1339 ,145 ,2 ,22752 ,22752 ,1115 ,1442 ,1855 ,1712 ,2206 ,3644 ,4176 ,3371 ,2738 ,468 ,25 
전라남도 곡성군 (4672000000),27535 ,27535 ,964 ,1859 ,2173 ,1619 ,2886 ,4753 ,5295 ,4105 ,3288 ,579 ,14 ,13540 ,13540 ,503 ,996 ,1200 ,857 ,1603 ,2653 ,2796 ,1793 ,1031 ,105 ,3 ,13995 ,13995 ,461 ,863 ,973 ,762 ,1283 ,2100 ,2499 ,2312 ,2257 ,474 ,11 
전라남도 구례군 (4673000000),25235 ,25235 ,1024 ,1774 ,1882 ,1506 ,2707 ,4555 ,4910 ,3781 ,2685 ,398 ,13 ,12285 ,12285 ,493 ,928 ,1066 ,771 ,1456 ,2528 ,2473 ,1615 ,871 ,82 ,2 ,12950 ,12950 ,531 ,846 ,816 ,735 ,1251 ,2027 ,2437 ,2166 ,1814 ,316 ,11 
전라남도 고흥군 (4677000000),62762 ,62762 ,2413 ,3671 ,3855 ,3407 ,5974 ,9920 ,13008 ,11309 ,7851 ,1313 ,41 ,30569 ,30569 ,1205 ,1982 ,2262 ,1843 ,3442 ,5635 ,6487 ,4966 ,2464 ,279 ,4 ,32193 ,32193 ,1208 ,1689 ,1593 ,1564 ,2532 ,4285 ,6521 ,6343 ,5387 ,1034 ,37 
전라남도 보성군 (4678000000),39375 ,39375 ,1517 ,2481 ,2741 ,2303 ,3894 ,6510 ,7771 ,6434 ,4917 ,787 ,20 ,19221 ,19221 ,793 ,1267 ,1589 ,1226 ,2203 ,3659 ,3976 ,2786 ,1553 ,165 ,4 ,20154 ,20154 ,724 ,1214 ,1152 ,1077 ,1691 ,2851 ,3795 ,3648 ,3364 ,622 ,16 
전라남도 화순군 (4679000000),62624 ,62624 ,3251 ,5500 ,6714 ,4656 ,7888 ,11426 ,10201 ,7236 ,5010 ,721 ,21 ,30910 ,30910 ,1647 ,2865 ,3625 ,2398 ,4017 ,6212 ,5387 ,3069 ,1522 ,166 ,2 ,31714 ,31714 ,1604 ,2635 ,3089 ,2258 ,3871 ,5214 ,4814 ,4167 ,3488 ,555 ,19 
전라남도 장흥군 (4680000000),36547 ,36547 ,1834 ,2605 ,2869 ,2513 ,3825 ,6135 ,6736 ,5341 ,3998 ,677 ,14 ,17785 ,17785 ,912 ,1381 ,1624 ,1338 ,2104 ,3388 ,3349 ,2312 ,1243 ,131 ,3 ,18762 ,18762 ,922 ,1224 ,1245 ,1175 ,1721 ,2747 ,3387 ,3029 ,2755 ,546 ,11 
전라남도 강진군 (4681000000),33753 ,33753 ,1531 ,2404 ,2705 ,2237 ,3546 ,5512 ,6461 ,5056 ,3692 ,599 ,10 ,16359 ,16359 ,756 ,1237 ,1533 ,1152 ,1948 ,3015 ,3268 ,2199 ,1136 ,110 ,5 ,17394 ,17394 ,775 ,1167 ,1172 ,1085 ,1598 ,2497 ,3193 ,2857 ,2556 ,489 ,5 
전라남도 해남군 (4682000000),67166 ,67166 ,3598 ,4971 ,5379 ,4585 ,7606 ,11350 ,12704 ,9829 ,6232 ,888 ,24 ,33273 ,33273 ,1821 ,2551 ,3057 ,2447 ,4219 ,6349 ,6391 ,4324 ,1957 ,157 ,0 ,33893 ,33893 ,1777 ,2420 ,2322 ,2138 ,3387 ,5001 ,6313 ,5505 ,4275 ,731 ,24 
전라남도 영암군 (4683000000),52937 ,52937 ,3175 ,4280 ,4898 ,4426 ,7185 ,9465 ,8581 ,6139 ,4191 ,586 ,11 ,27485 ,27485 ,1622 ,2258 ,2885 ,2394 ,4304 ,5438 ,4502 ,2655 ,1311 ,115 ,1 ,25452 ,25452 ,1553 ,2022 ,2013 ,2032 ,2881 ,4027 ,4079 ,3484 ,2880 ,471 ,10 
전라남도 무안군 (4684000000),91107 ,91107 ,8171 ,9699 ,9488 ,11153 ,14514 ,13513 ,11561 ,7899 ,4481 ,610 ,18 ,45753 ,45753 ,4221 ,4914 ,5091 ,5626 ,7590 ,7408 ,5824 ,3609 ,1369 ,100 ,1 ,45354 ,45354 ,3950 ,4785 ,4397 ,5527 ,6924 ,6105 ,5737 ,4290 ,3112 ,510 ,17 
전라남도 함평군 (4686000000),31274 ,31274 ,1210 ,1994 ,2334 ,1838 ,3264 ,5354 ,6197 ,4907 ,3628 ,533 ,15 ,15730 ,15730 ,626 ,1077 ,1366 ,987 ,1934 ,3133 ,3285 ,2089 ,1113 ,120 ,0 ,15544 ,15544 ,584 ,917 ,968 ,851 ,1330 ,2221 ,2912 ,2818 ,2515 ,413 ,15 
전라남도 영광군 (4687000000),51985 ,51985 ,3631 ,4000 ,4661 ,4592 ,6218 ,8415 ,8671 ,6956 ,4279 ,537 ,25 ,25959 ,25959 ,1825 ,2084 ,2647 ,2359 ,3459 ,4682 ,4435 ,3024 ,1328 ,116 ,0 ,26026 ,26026 ,1806 ,1916 ,2014 ,2233 ,2759 ,3733 ,4236 ,3932 ,2951 ,421 ,25 
전라남도 장성군 (4688000000),43365 ,43365 ,2438 ,3164 ,3897 ,3369 ,5239 ,7435 ,7642 ,5717 ,3922 ,528 ,14 ,22206 ,22206 ,1222 ,1654 ,2329 ,1810 ,2920 ,4256 ,4082 ,2536 ,1279 ,116 ,2 ,21159 ,21159 ,1216 ,1510 ,1568 ,1559 ,2319 ,3179 ,3560 ,3181 ,2643 ,412 ,12 
전라남도 완도군 (4689000000),48631 ,48631 ,2887 ,3490 ,3562 ,3611 ,5916 ,7871 ,8737 ,7319 ,4589 ,633 ,16 ,24475 ,24475 ,1497 ,1815 ,2096 ,1947 ,3451 ,4432 ,4365 ,3276 ,1470 ,124 ,2 ,24156 ,24156 ,1390 ,1675 ,1466 ,1664 ,2465 ,3439 ,4372 ,4043 ,3119 ,509 ,14 
전라남도 진도군 (4690000000),30066 ,30066 ,1547 ,2153 ,2417 ,2079 ,3398 ,4958 ,5515 ,4519 ,3074 ,397 ,9 ,14908 ,14908 ,758 ,1087 ,1419 ,1108 ,1975 ,2802 ,2815 ,1954 ,918 ,72 ,0 ,15158 ,15158 ,789 ,1066 ,998 ,971 ,1423 ,2156 ,2700 ,2565 ,2156 ,325 ,9 
전라남도 신안군 (4691000000),38217 ,38217 ,1412 ,1957 ,2538 ,2469 ,4102 ,6903 ,7970 ,6209 ,4131 ,515 ,11 ,20455 ,20455 ,725 ,1000 ,1554 ,1549 ,2719 ,4250 ,4410 ,2877 ,1264 ,102 ,5 ,17762 ,17762 ,687 ,957 ,984 ,920 ,1383 ,2653 ,3560 ,3332 ,2867 ,413 ,6 
